"Taxon","Synonym","Synonym Describer","OldToNew","NewToOld"
"Epialtoides hiltoni","Epialtus bituberculatus forma minima","of Hilton 1916 not Lockington 1877",,
"Pugettia foliolata","Mimulus foliolatus","Stimpson 1860",,
"Pugettia producta","Epialtus productus","Randall 1839",,
"Pugettia producta","Epialtus (Taliepus) productus","of A. Milne Edwards 1878",,
"Pugettia producta","Puggettia producta","of Clemens 1933",,
"Pugettia richii","Pugettia richi","of Garth 1958",,
"Taliepus nuttallii","Epialtus nuttallii","Randall 1839",,
"Taliepus nuttallii","Epialtus (Antilibinia) nuttallii","of Rathbun 1894",,
"Chorilia longipes","Chorilia longipes turgida","Rathbun 1924",,
"Chorilia longipes","Hyastenus longipes","of Miers 1886",,
"Loxorhynchus grandis","Loxorynchus grandis","Stimpson 1857",,
"Loxorhynchus grandis","Loxorhynchus grandus","of Weymouth 1910",,
"Loxorhynchus grandis","Mithrax rostratus","Boone 1930",,
"Pelia tumida","Pisoides (?) tumidus","Lockington 1877",,
"Pelia tumida","Pelia clausa","Rathbun 1907",,
"Pelia tumida","Pelia pacifica","of Rathbun 1893 not A. Milne Edwards 1875",,
"Scyra acutifrons","Scyra acutifronus","of Taylor 1912",,
"Coryrhynchus lobifrons","Podochela (Coryrhynchus) lobifrons","Rathbun 1893",,
"Coryrhynchus lobifrons","Podochela barbarensis","Rathbun 1924",,
"Ericerodes hemphillii","Microrhynchus hemphillii","Lockington 1877",,
"Ericerodes hemphillii","Podochela hemphillii","of SCAMIT Ed 7",,
"Ericerodes hemphillii","Podochela tenuipes","Rathbun 1893",,
"Erileptus spinosus","Anasimus rostratus","Rathbun 1893",,
"Erileptus spinosus","Anasimus spinosus","of Schmitt 1921",,
"Stenorhynchus debilis","Leptopodia debilis","Smith 1871",,
"Stenorhynchus debilis","Leptopodia sagittaria","of Bell 1835 not Leach 1815",,
"Pyromaia tuberculata","Microrhynchus (Inachus) tuberculatus","Lockington 1877",,
"Pyromaia tuberculata","Collodes granosus","of Boone 1930 not Stimpson 1860",,
"Pyromaia tuberculata","Dasygyius tuberculatus","of Rathbun 1898",,
"Pyromaia tuberculata","? Inachoides brevirostrum","Lockington 1877",,
"Pyromaia tuberculata","Inachoides magdalenensis","Rathbun 1893",,
"Pyromaia tuberculata","Inachoides tuberculatus","of Schmitt 1921",,
"Latulambrus occidentalis","Cryptopodia occidentalis","Dana 1854",,
"Latulambrus occidentalis","Heterocrypta occidentalis","of SCAMIT Ed 7",,
"Latulambrus occidentalis","Lambrus frons-acutis","Lockington 1877",,
"Cancer productus","Cancer perlatus","Stimpson 1856",,
"Glebocarcinus amphioetus","Cancer amphioetus","Rathbun 1898",,
"Glebocarcinus amphioetus","Cancer bullatus","Balss 1922",,
"Glebocarcinus amphioetus","Cancer pygmaeus","Ortmann 1893 not Fabricius 1787",,
"Glebocarcinus amphioetus","Trichocarcinus dentatus","Miers 1879 not Herbst 1785",,
"Glebocarcinus oregonensis","Trichocera oregonensis","Dana 1852",,
"Glebocarcinus oregonensis","Cancer oregonensis","(Dana 1852)",,
"Glebocarcinus oregonensis","Lophopanopeus somaterianus","Rathbun 1930",,
"Glebocarcinus oregonensis","Platycarcinus recurvidens","Bate 1864",,
"Glebocarcinus oregonensis","Trichocarcinus walkeri","Holmes 1900",,
"Metacarcinus anthonyi","Cancer anthonyi","Rathbun 1897",,
"Metacarcinus gracilis","Cancer gracilis","Dana 1852",,
"Romaleon antennarium","Cancer antennaria","Stimpson 1856",,
"Romaleon antennarium","Cancer antennarius","of Rathbun 1930",,
"Romaleon branneri","Cancer branneri","Rathbun 1926",,
"Romaleon branneri","Cancer gibbosulus","Rathbun 1898",,
"Romaleon jordani","Cancer jordani","Rathbun 1900",,
"Portunus xantusii","Achelous xantusii","Stimpson 1860",,
"Portunus xantusii","Neptunus xantusii","of A. Milne Edwards 1879",,
"Lophopanopeus bellus","Xantho bella","Stimpson 1860",,
"Lophopanopeus bellus","Lophoxanthus bellus","of A. Milne Edwards 1879 in part",,
"Lophopanopeus bellus","Lophoxanthus diegensis","Rathbun 1900",,
"Lophopanopeus bellus","Lophozozymus (Lophoxanthus) bellus","of Miers 1886",,
"Lophopanopeus bellus","Xantho hemphilliana","of Lockington 1877",,
"Lophopanopeus bellus","Xanthodes hemphillii","Lockington 1877",,
"Lophopanopeus frontalis","Lophozozymus (Lophoxanthus) frontalis","Rathbun 1893",,
"Lophopanopeus frontalis","Lophoxanthus frontalis","of Holmes 1900",,
"Lophopanopeus leucomanus","Xanthodes leucomanus","Lockington 1877",,
"Lophopanopeus leucomanus","Lophopanopeus heathi","Rathbun 1900",,
"Lophopanopeus leucomanus","Lophoxanthus bellus","of A. Milne Edwards 1879 in part",,
"Lophopanopeus leucomanus","Lophoxanthus leucomanus","of Holmes 1900",,
"Malacoplax californiensis","Eucrate ? californiensis","Lockington 1877",,
"Malacoplax californiensis","Speocarcinus californiensis","of Schmitt 1921",,
"Gonopanope nitida","Micropanope nitida","Rathbun 1898",,
"Paraxanthias taylori","Xanthodes taylori","Stimpson 1861",,
"Paraxanthias taylori","Xanthias taylori","of Holmes 1900",,
"Pilumnus spinohirsutus","Acanthus spino-hirsutus","Lockington 1876",,
"Fabia concharum","Cryptophrys concharum","Rathbun 1893",,
"Fabia subquadrata","Raphonotus subquadratus","of Rathbun 1904",,
"Scleroplax granulata","Scleroplax granulatus","Rathbun 1893",,
"Scleroplax granulata","Pinnixa (Scleroplax) granulata","of Holmes 1900",,
"Pinnixa barnharti","Pinnixa faba","of Rathbun 1904 in part not (Dana 1851)",,
"Pinnixa barnharti","Pinnixa tumida","of Streets 1877 not Stimpson 1858",,
"Pinnixa longipes","Tubicola longipes","Lockington 1876",,
"Pinnixa occidentalis Cmplx","Pinnixa californiensis","Rathbun 1893",,
"Pinnixa occidentalis Cmplx","Pinnixa occidentalis","Rathbun 1893 in part",,
"Pinnixa occidentalis Cmplx","Pinnixa scamit","Martin & Zmarzly 1994",,
"Pinnixa schmitti","Pinnixa occidentalis","of Rathbun 1904 not Rathbun 1893",,
"Pinnixa tomentosa","Pinnixa ? nitida","Lockington 1876",,
"Pinnixa tubicola","Pinnixa longipes","of Weymouth 1910 not (Lockington 1876)",,
"Uca crenulata","Gelasimus crenulata","Lockington 1877",,
"Uca crenulata","Gelasimus gracilis","Rathbun 1894",,
"Palicus cortezi","Cymopodia cortezi","Crane 1937",,
"Palicus lucasii","Cymopolia lucasii","of Rathbun 1930",,
"Pachygrapsus crassipes","Grapsus eydouxi","H. Milne Edwards 1853",,
"Pachygrapsus crassipes","Leptograpsus gonagrus","H. Milne Edwards 1853",,
"Planes minutus","Cancer minutus","Linnaeus 1758",,
"Hemigrapsus nudus","Pseudograpsus nudus","Dana 1851",,
"Hemigrapsus nudus","Brachynotus nudus","of Holmes 1900",,
"Hemigrapsus nudus","Heterograpsus nudus","of Stimpson 1858",,
"Hemigrapsus oregonensis","Pseudograpsus oregonensis","Dana 1851",,
"Hemigrapsus oregonensis","Brachynotus oregonensis","of Holmes 1900",,
"Clausidium vancouverensis","Hersilia vancouverensis","Haddon 1912",,
"Clausidium vancouverensis","Clausidium californiense","Wilson 1935",,
"Goodingius subadhaerens","Hemicyclops subadhaerens","Gooding 1960",,
"Clistosaccus paguri","Apeltes paguri","Lilljeborg 1861",,
"Peltogasterella gracilis","Peltogaster gracilis","Boschma 1927",,
"Conchoderma virgatum","Lepas virgata","Spengler 1790",,
"Pollicipes polymerus","Mitella polymerus","G. B. Sowerby III 1883",,
"Teloscalpellum sanctipetrense","Scalpellum sanctipetrense","Pilsbry 1907",,
"Teloscalpellum sanctipetrense","Hamatoscalpellum sanctipetrense","of SCAMIT Ed 10",,
"Hamatoscalpellum californicum","Scalpellum californicum","Pilsbry 1907",,
"Hamatoscalpellum californicum","Arcoscalpellum californicum","(Pilsbry 1907)",,
"Hamatoscalpellum californicum","Scalpellum californicum osseum","Pilsbry 1907",,
"Hamatoscalpellum californicum","Scalpellum osseum","Pilsbry 1907",,
"Tetraclita squamosa rubescens","Tetraclita rubescens","of SCAMIT Ed 10",,
"Conopea galeata","Lepas galeata","Linnaeus 1771",,
"Conopea galeata","Balanus galeatus","of Pilsbry 1916",,
"Conopea galeata","Balanus (Conopea) galeatus","of Pilsbry 1907",,
"Conopea galeata","Conopea elongata","Say 1822 not (Gmelin 1791)",,
"Amphibalanus amphitrite","Balanus amphitrite","Darwin 1854",,
"Amphibalanus eburneus","Balanus eburneus","Gould 1841",,
"Balanus crenatus","Balanus rugosus","Pulteney 1799",,
"Balanus crenatus","Lepas elongata","Gmelin 1791",,
"Balanus crenatus","Lepas fistula","Spengler 1790",,
"Balanus crenatus","Lepas plicata","Spengler 1790",,
"Balanus nubilus","Balanus altissimus","Cornwall 1936",,
"Balanus nubilus","Balanus flos","Pilsbry 1907",,
"Menesiniella aquila","Balanus aquila","Pilsbry 1907",,
"Paraconcavus pacificus","Balanus concavus pacificus","Pilsbry 1916",,
"Paraconcavus pacificus","Balanus pacificus","of authors NEP",,
"Megabalanus californicus","Balanus tintinnabulum californicum","Pilsbry 1916",,
"Florometra serratissima","Antedon serratissima","A. H. Clark 1907",,
"Florometra serratissima","Antedon perplexa","A. H. Clark 1907",,
"Florometra serratissima","Florometra perplexa","of A. H. Clark 1921",,
"Florometra serratissima","Promachocrinus (Florometra) serratissima","of A. H. Clark 1915",,
"Luidia armata","Luidia ludwigi","Fisher 1906",,
"Luidia foliolata","Petalaster foliolata","of Fell 1963",,
"Astropecten armatus","Astropecten (Braziliensis) armatus","Gray 1840",,
"Astropecten armatus","Astropecten erinaceus","Gray 1840",,
"Astropecten armatus","Astropecten oerstedii","Lntken 1859",,
"Astropecten armatus","Astropecten peruvianus","Verrill 1867",,
"Astropecten armatus","Astropecten siderialis","Verrill 1914",,
"Astropecten californicus","Astropecten verrilli californicus","of Fisher 1906",,
"Astropecten californicus","Astropecten verrilli","of authors NEP not de Loriol 1899",,
"Astropecten ornatissimus","Astropecten (Braziliensis) ornatissimus","Fisher 1906",,
"Thrissacanthias penicillatus","Persephonaster penicillatus","Fisher 1905",,
"Ceramaster leptoceramus","Tosia leptoceramus","Fisher 1905",,
"Hippasteria phrygiana","Asterias phrygiana","Parelius 1768",,
"Hippasteria phrygiana","Asterias equestris","Lamarck 1816 non Retzius 1805",,
"Hippasteria phrygiana","Astrogonium aculeatum","of Barrett 1857",,
"Hippasteria phrygiana","Astrogonium phrygianum","of Mnller & Troschel 1842",,
"Hippasteria phrygiana","Goniaster abbensis","of Forbes 1843",,
"Hippasteria phrygiana","Goniaster equestris","of Forbes 1841",,
"Hippasteria phrygiana","Hippasteria aleutica","Clark & Jewett 2011",,
"Hippasteria phrygiana","Hippasteria argentinensis","Bernasconi 1961",,
"Hippasteria phrygiana","Hippasteria armata","Clark & Jewett 2011",,
"Hippasteria phrygiana","Hippasteria colossa","Djakonov 1950",,
"Hippasteria phrygiana","Hippasteria cornuta","Gray 1840",,
"Hippasteria phrygiana","Hippasteria derjugini","Djakonov 1950",,
"Hippasteria phrygiana","Hippasteria europaea","Gray 1840",,
"Hippasteria phrygiana","Hippasteria hyadesi","of Clark 1962",,
"Hippasteria phrygiana","Hippasteria imperialis","of Mah 1998",,
"Hippasteria phrygiana","Hippasteria johnsoni","Gray 1840",,
"Hippasteria phrygiana","Hippasteria kurilensis","of Djakonov 1950",,
"Hippasteria phrygiana","Hippasteria leiopelta armata","Fisher 1911",,
"Hippasteria phrygiana","Hippasteria mammifera","Djakonov 1950",,
"Hippasteria phrygiana","Hippasteria pedicellaris","Djakonov 1950",,
"Hippasteria phrygiana","Hippasteria plana","Gray 1840",,
"Hippasteria phrygiana","Hippasteria spinosa","of SCAMIT Ed 9",,
"Hippasteria phrygiana","Hippasteria spinosa kurilensis","Fisher 1911",,
"Hippasteria phrygiana","Hippasteria trojana","Fell 1958",,
"Patiria miniata","Asterias miniata","Brandt 1835",,
"Patiria miniata","Asterina miniata","of SCAMIT Ed 4",,
"Crossaster borealis","Solaster borealis","of SCAMIT Ed 10",,
"Poraniopsis inflata","Alexandraster inflatus","Fisher 1906",,
"Poraniopsis inflata","Alexandraster mirus","Ludwig 1905",,
"Poraniopsis inflata","Poraniopsis inflata flexilis","Fisher 1910",,
"Dermasterias imbricata","Asteropsis imbricata","Grube 1857",,
"Henricia sp","Henricia leviuscula","of authors NEP not (Stimpson 1857)",,
"Astrometis sertulifera","Asterias sertulifera","Xantus 1860",,
"Astrometis sertulifera","Aphanasterias pycnopodia","Caso 1943",,
"Astrometis sertulifera","Asterias forreri","of Jennings 1907 not de Loriol 1887",,
"Astrometis sertulifera","Coscinasterias sertulifera","of Baker 1912",,
"Astrometis sertulifera","Marthasterias sertulifera","of Verrill 1914",,
"Astrometis sertulifera","Orthasterias dawsoni","Verrill 1914",,
"Astrometis sertulifera","Orthasterias (Stylasterias) gonolena","Verrill 1914",,
"Leptasterias hexactis","Asterias hexactis","Stimpson 1853",,
"Orthasterias koehleri","Asterias koehleri","de Loriol 1887",,
"Pisaster brevispinus","Asterias brevispina","Stimpson 1857",,
"Pisaster brevispinus","Asterias paucispina","Stimpson 1862",,
"Pisaster brevispinus","Asterias (Pisaster) papulosa","Verrill 1909",,
"Pisaster brevispinus","Pisaster papulosus","of Verrill 1914",,
"Pisaster brevispinus","Pisaster paucispina","of Verrill 1914",,
"Pisaster giganteus capitatus","Asterias capitata","Stimpson 1862",,
"Pisaster giganteus capitatus","Pisaster capitatus","of Verrill 1909",,
"Pisaster ochraceus","Asterias ochracea","Brandt 1835",,
"Pisaster ochraceus","Asteracanthion margaritifer","J. Mnller & Troschel 1842",,
"Pisaster ochraceus","Asterias conferta","Stimpson 1862",,
"Pisaster ochraceus","Asterias fissispina","Stimpson 1862",,
"Pisaster ochraceus","Pisaster ochraceus f. nodiferus","Verrill 1914",,
"Pisaster ochraceus","Pisaster ochraceus segnis","Fisher 1926",,
"Stylasterias forreri","Asterias forreri","de Loriol 1887",,
"Stylasterias forreri","Asterias (Urasterias) forcipulata","Verrill 1909",,
"Stylasterias forreri","Orthasterias forreri","of Verrill 1914",,
"Stylasterias forreri","Orthasterias forreri forcipulata","of Verrill 1914",,
"Stylasterias forreri","Orthasterias leptolena","Verrill 1914",,
"Pycnopodia helianthoides","Asterias helianthoides","Brandt 1835",,
"Myxoderma platyacanthum","Zoroaster platyacanthus","H. L. Clark 1913",,
"Gorgonocephalus eucnemis","Astrophyton eucnemis","J. Mnller & Troschel 1842",,
"Gorgonocephalus eucnemis","Astrophyton caryi","Lyman 1860",,
"Gorgonocephalus eucnemis","Astrophyton stimpsoni","Verrill 1869",,
"Gorgonocephalus eucnemis","Gorgonocephalus caryi","of Verrill 1867",,
"Gorgonocephalus eucnemis","Gorgonocephalus japonicus","D÷derlein 1902",,
"Gorgonocephalus eucnemis","Gorgonocephalus sagaminus","Doflein 1906",,
"Gorgonocephalus eucnemis","Gorgonocephalus stimpsoni","of D÷derlein 1911",,
"Ophiosphalma jolliense","Ophiomusium jolliensis","McClendon 1909",,
"Ophiosphalma jolliense","Ophiomusium jolliense","H. L. Clark 1915",,
"Ophiura luetkenii","Ophioglypha luetkenii","Lyman 1860",,
"Ophiura luetkenii","Ophioglypha luetkeni","of Lyman 1875",,
"Ophiura luetkenii","Ophiura luetkeni","of McClendon 1909",,
"Ophioscolex corynetes","Ophiocynodus corynetes","H. L. Clark 1911",,
"Ophiopteris papillosa","Ophiocoma papillosa","Lyman 1875",,
"Ophiacantha diplasia","Ophiophthalmus diplasia","Kyte 1982",,
"Ophioderma panamensis","Ophiocryptus granulosus","Nielsen 1932",,
"Ophionereis annulata","Ophiolepis annulata","Le Conte 1851",,
"Ophionereis annulata","Ophiolepis triloba","Lntken 1856",,
"Ophionereis annulata","Ophionereis dictyota","Ziesenhenne 1940",,
"Ophionereis annulata","Ophionereis xantusii","Lyman 1860",,
"Ophionereis eurybrachiplax","Ophionereis eurybrachyplax","of Nielsen 1932",,
"Amphichondrius granulatus","Amphiura granulata","Lntken & Mortensen 1899",,
"Amphichondrius granulatus","Amenichondrius granulosus","of Parker 1964",,
"Amphichondrius granulatus","Amphichondrius granulosus","Nielsen 1932",,
"Amphichondrius granulatus","Amphichondrius unamexici","Caso 1983",,
"Amphichondrius granulatus","Amphipholis granulata","of H. L. Clark 1917",,
"Amphichondrius granulatus","Amphipholis puntarenae","McClendon 1909",,
"Amphiodia digitata","Amphiodia (Amphispina) digitata","Nielsen 1932",,
"Amphiodia digitata","Amphiodia barbarae","of McClendon 1909",,
"Amphiodia digitata","Ophiophragmus digitata","of Fell 1962",,
"Amphiodia psara","Amphiodia occidentalis","of authors SCB not (Lyman 1860)",,
"Amphiodia psara","Diamphiodia psara","of Fell 1962",,
"Amphiodia urtica","Amphiura urtica","Lyman 1860",,
"Amphiodia urtica","Amphiodia barbarae","of Lyman 1880",,
"Amphiodia urtica","Amphipholis urtica","of Ljungman 1867",,
"Amphiodia urtica","Amphiura barbarae","Lyman 1875",,
"Amphiodia urtica","Diamphiodia barbarae","of Fell 1962",,
"Amphiodia urtica","Ophiophragmus urtica","of Fell 1962",,
"Amphiodia sp A","Amphiodia sp A","Cadien 2001 º",,
"Amphioplus macraspis","Amphiodia macraspis","H. L. Clark 1911",,
"Amphioplus strongyloplax","Amphiodia strongyloplax","H. L. Clark 1911",,
"Amphioplus strongyloplax","Unioplus strongyloplax","of Fell 1962",,
"Amphioplus sp A","Amphioplus sp LA1","Cadien 1998 º",,
"Amphioplus sp A","Amphioplus hexacanthus","of authors SCB not Clark 1911",,
"Amphipholis pugetana","Amphiura pugetana","Lyman 1860",,
"Amphipholis pugetana","Axiognathus pugetana","of Thomas 1960",,
"Amphipholis squamata","Asterias squamata","delle Chiaje 1828",,
"Amphipholis squamata","Amphiura squamata","of Koehler 1907",,
"Amphipholis squamata","Axiognathus squamata","of Thomas 1966",,
"Amphipholis squamata","Ophiolepis squamata","of J. Mnller & Troschel 1842",,
"Amphiura arcystata","Amphiura acrystata","H. L. Clark 1911",,
"Amphiura arcystata","Hemilepis arcystata","of Fell 1962",,
"Amphiura diomedeae","Amphiura diastata","of McClendon 1909",,
"Amphiura diomedeae","Amphiura koreae","of Matsumoto 1917 in part ? not Duncan 1879",,
"Amphiura diomedeae","Amphiura verrilli","of McClendon 1909",,
"Dougaloplus amphacanthus","Ophiocnida amphacantha","McClendon 1909",,
"Dougaloplus amphacanthus","Amphiacantha amphacantha","of Matsumoto 1917",,
"Dougaloplus amphacanthus","Amphiacantha pentacantha","of Matsumoto 1917",,
"Dougaloplus amphacanthus","Amphilimna pentacantha","H. L. Clark 1911",,
"Dougaloplus amphacanthus","Amphioplus hexacanthus","H. L. Clark 1911",,
"Dougaloplus amphacanthus","Dougaloplus amphacantha","of A. M. Clark 1970",,
"Dougaloplus sp A","Dougaloplus sp SD1","CSD 1988 º",,
"Ophiocnida hispida","Ophiolepis hispida","Le Conte 1851",,
"Ophiactis simplex","Ophiolepis simplex","Le Conte 1851",,
"Ophiothrix spiculata","Ophiothrix dumosa","Lyman 1860",,
"Centrostephanus coronatus","Echinodiadema coronata","Verrill 1867",,
"Arbacia incisa","Echinocidaris incisa","A. Agassiz 1863",,
"Arbacia incisa","Arbacia stellata","(Blainville 1825; ?Gmelin 1791) of Kroh 2015",,
"Arbacia incisa","Echinus stellatus","de Blainville 1825",,
"Arbacia incisa","Echinocidaris longispina","Lntken 1864",,
"Lytechinus pictus","Psammechinus pictus","Verrill 1867",,
"Lytechinus pictus","Lytechinus anamesus","H. L. Clark 1912",,
"Mesocentrotus franciscanus","Toxocidaris franciscanus","A. Agassiz 1863",,
"Mesocentrotus franciscanus","Strongylocentrotus franciscanus","of SCAMIT Ed 10",,
"Strongylocentrotus fragilis","Allocentrotus fragilis","of authors NEP",,
"Strongylocentrotus purpuratus","Echinus purpuratus","Stimpson 1857",,
"Strongylocentrotus purpuratus","Toxocidaris purpuratus","of A. Agassiz 1863",,
"Dendraster excentricus","Scutella excentrica","Eschscholtz 1831",,
"Dendraster excentricus","Dendraster excentricus var elongatus","H. L. Clark 1935",,
"Dendraster excentricus","Echinarachinus excentricus","of A. Agassiz 1873",,
